invoice_id,customer_id,invoice_date,invoice_amount,tax_amount,total_amount,payment_status,amount_paid,payment_date,write_off_flag
INV16397,CUST1022,2025-10-17,2118,105.9,2223.9,Unpaid,0.0,,No
INV71330,CUST1023,2025-10-15,4397,219.85000000000002,4616.85,Paid,4397.0,2025-10-15,No
INV32436,CUST1024,2025-11-24,4562,228.10000000000002,4790.1,Paid,4562.0,2025-11-24,No
INV36201,CUST1024,2025-09-05,4562,228.10000000000002,4790.1,Paid,4562.0,2025-09-05,No
INV78920,CUST1025,2025-08-22,2990,149.5,3139.5,Paid,2990.0,2025-08-22,Yes
INV17531,CUST1025,2025-12-22,2990,149.5,3139.5,Unpaid,0.0,,No
INV33252,CUST1026,2025-09-02,1792,89.60000000000001,1881.6000000000001,Paid,1792.0,2025-09-02,No
INV19557,CUST1026,2025-10-16,1792,89.60000000000001,1881.6000000000001,Unpaid,0.0,,No
INV83997,CUST1026,2025-08-22,1792,89.60000000000001,1881.6000000000001,Paid,1792.0,2025-08-22,No
INV19833,CUST1026,2025-11-13,1792,89.60000000000001,1881.6000000000001,Paid,1792.0,2025-11-13,No
INV69063,CUST1027,2025-11-20,3512,175.60000000000002,3687.6000000000004,Paid,3512.0,2025-11-20,Yes
INV25892,CUST1027,2025-11-11,3512,175.60000000000002,3687.6000000000004,Partial,1756.0,2025-11-11,No
INV24289,CUST1027,2025-08-24,3512,175.60000000000002,3687.6000000000004,Paid,3512.0,2025-08-24,No
INV75428,CUST1027,2025-09-06,3512,175.60000000000002,3687.6000000000004,Unpaid,0.0,,No
INV80968,CUST1028,2025-10-04,2992,149.6,3141.6,Paid,2992.0,2025-10-04,No
INV44521,CUST1028,2026-01-11,2992,149.6,3141.6,Paid,2992.0,2026-01-11,No
INV97896,CUST1028,2025-12-14,2992,149.6,3141.6,Paid,2992.0,2025-12-14,No
INV16304,CUST1028,2025-09-14,2992,149.6,3141.6,Paid,2992.0,2025-09-14,No
INV43365,CUST1029,2025-09-27,2048,102.4,2150.4,Paid,2048.0,2025-09-27,No
INV17521,CUST1029,2025-11-12,2048,102.4,2150.4,Partial,1024.0,2025-11-12,No
INV54629,CUST1029,2025-12-20,2048,102.4,2150.4,Unpaid,0.0,,No
INV88021,CUST1029,2025-10-26,2048,102.4,2150.4,Unpaid,0.0,,No
INV24357,CUST1030,2025-11-08,3854,192.70000000000002,4046.7000000000003,Unpaid,0.0,,No
INV86943,CUST1030,2025-11-27,3854,192.70000000000002,4046.7000000000003,Unpaid,0.0,,No
INV84071,CUST1031,2025-08-18,4833,241.65,5074.650000000001,Paid,4833.0,2025-08-18,No
INV58777,CUST1031,2025-12-25,4833,241.65,5074.650000000001,Paid,4833.0,2025-12-25,No
INV73878,CUST1031,2025-11-30,4833,241.65,5074.650000000001,Paid,4833.0,2025-11-30,No
INV40573,CUST1031,2025-08-31,4833,241.65,5074.650000000001,Paid,4833.0,2025-08-31,No
INV28133,CUST1031,2025-09-11,4833,241.65,5074.650000000001,Paid,4833.0,2025-09-11,No
INV28489,CUST1032,2025-09-29,2797,139.85,2936.85,Paid,2797.0,2025-09-29,No
INV91816,CUST1032,2025-10-11,2797,139.85,2936.85,Unpaid,0.0,,No
INV33648,CUST1032,2025-09-23,2797,139.85,2936.85,Partial,1398.5,2025-09-23,No
INV36390,CUST1033,2026-01-26,4487,224.35000000000002,4711.35,Paid,4487.0,2026-01-26,No
INV16852,CUST1033,2025-08-07,4487,224.35000000000002,4711.35,Unpaid,0.0,,No
INV61707,CUST1033,2026-01-20,4487,224.35000000000002,4711.35,Paid,4487.0,2026-01-20,No
INV31384,CUST1034,2025-11-08,2951,147.55,3098.55,Paid,2951.0,2025-11-08,No
INV89057,CUST1034,2025-08-09,2951,147.55,3098.55,Partial,1475.5,2025-08-09,No
INV47711,CUST1034,2026-01-20,2951,147.55,3098.55,Unpaid,0.0,,No
INV11898,CUST1034,2026-01-29,2951,147.55,3098.55,Partial,1475.5,2026-01-29,No
INV75031,CUST1035,2025-09-25,4818,240.9,5058.900000000001,Unpaid,0.0,,No
INV77843,CUST1036,2025-08-09,3910,195.5,4105.5,Unpaid,0.0,,No
INV12591,CUST1036,2025-10-14,3910,195.5,4105.5,Unpaid,0.0,,No
INV64400,CUST1036,2025-09-15,3910,195.5,4105.5,Paid,3910.0,2025-09-15,No
INV66481,CUST1036,2025-10-05,3910,195.5,4105.5,Unpaid,0.0,,No
INV26154,CUST1037,2025-12-04,2770,138.5,2908.5,Unpaid,0.0,,No
INV34217,CUST1037,2025-09-23,2770,138.5,2908.5,Paid,2770.0,2025-09-23,No
INV10645,CUST1038,2026-01-23,997,49.85,1046.8500000000001,Paid,997.0,2026-01-23,No
INV97489,CUST1038,2025-08-13,997,49.85,1046.8500000000001,Partial,498.5,2025-08-13,No
INV91623,CUST1038,2025-10-16,997,49.85,1046.8500000000001,Paid,997.0,2025-10-16,No
INV69165,CUST1038,2025-09-23,997,49.85,1046.8500000000001,Partial,498.5,2025-09-23,No
INV35556,CUST1038,2026-01-11,997,49.85,1046.8500000000001,Unpaid,0.0,,No
INV39009,CUST1039,2025-12-22,3426,171.3,3597.3,Paid,3426.0,2025-12-22,No
INV91557,CUST1039,2026-01-09,3426,171.3,3597.3,Paid,3426.0,2026-01-09,No
INV42602,CUST1040,2025-09-15,2002,100.10000000000001,2102.1,Paid,2002.0,2025-09-15,No
INV11089,CUST1040,2025-09-29,2002,100.10000000000001,2102.1,Paid,2002.0,2025-09-29,No
INV86229,CUST1040,2025-08-29,2002,100.10000000000001,2102.1,Paid,2002.0,2025-08-29,No
INV46598,CUST1040,2025-09-30,2002,100.10000000000001,2102.1,Partial,1001.0,2025-09-30,No
INV73278,CUST1041,2026-01-28,2835,141.75,2976.75,Partial,1417.5,2026-01-28,No
INV60100,CUST1041,2026-01-11,2835,141.75,2976.75,Unpaid,0.0,,No
INV33952,CUST1041,2025-09-12,2835,141.75,2976.75,Partial,1417.5,2025-09-12,No
INV60290,CUST1042,2025-11-16,1277,63.85,1340.8500000000001,Partial,638.5,2025-11-16,No
INV93297,CUST1042,2025-09-03,1277,63.85,1340.8500000000001,Unpaid,0.0,,No
INV96516,CUST1042,2025-12-25,1277,63.85,1340.8500000000001,Paid,1277.0,2025-12-25,No
INV22109,CUST1043,2025-09-07,2054,102.7,2156.7000000000003,Partial,1027.0,2025-09-07,No
INV33383,CUST1043,2025-10-11,2054,102.7,2156.7000000000003,Unpaid,0.0,,Yes
INV28351,CUST1043,2025-10-22,2054,102.7,2156.7000000000003,Paid,2054.0,2025-10-22,No
INV34264,CUST1044,2025-09-23,1722,86.10000000000001,1808.1000000000001,Paid,1722.0,2025-09-23,No
INV82766,CUST1044,2025-08-12,1722,86.10000000000001,1808.1000000000001,Partial,861.0,2025-08-12,No
INV88610,CUST1044,2025-09-30,1722,86.10000000000001,1808.1000000000001,Paid,1722.0,2025-09-30,No
INV53472,CUST1045,2025-12-02,1219,60.95,1279.95,Unpaid,0.0,,No
INV74307,CUST1045,2025-11-29,1219,60.95,1279.95,Paid,1219.0,2025-11-29,No
INV81363,CUST1045,2025-12-10,1219,60.95,1279.95,Paid,1219.0,2025-12-10,No
INV99709,CUST1045,2026-01-24,1219,60.95,1279.95,Partial,609.5,2026-01-24,No
INV96710,CUST1045,2025-10-04,1219,60.95,1279.95,Unpaid,0.0,,No
INV64306,CUST1046,2025-08-09,3004,150.20000000000002,3154.2000000000003,Unpaid,0.0,,No
INV68643,CUST1047,2025-09-05,3397,169.85000000000002,3566.8500000000004,Unpaid,0.0,,No
INV77580,CUST1047,2025-08-13,3397,169.85000000000002,3566.8500000000004,Unpaid,0.0,,No
INV96497,CUST1048,2025-11-25,1920,96.0,2016.0,Partial,960.0,2025-11-25,No
INV42174,CUST1049,2026-01-24,3868,193.4,4061.4,Paid,3868.0,2026-01-24,No
INV36649,CUST1050,2025-08-11,1750,87.5,1837.5,Paid,1750.0,2025-08-11,No
INV99906,CUST1050,2025-09-04,1750,87.5,1837.5,Paid,1750.0,2025-09-04,No
INV28230,CUST1050,2025-08-28,1750,87.5,1837.5,Paid,1750.0,2025-08-28,No
INV40795,CUST1050,2026-01-04,1750,87.5,1837.5,Paid,1750.0,2026-01-04,No
INV72824,CUST1051,2025-08-23,3136,156.8,3292.8,Paid,3136.0,2025-08-23,No
INV12261,CUST1051,2025-11-06,3136,156.8,3292.8,Paid,3136.0,2025-11-06,No
INV38933,CUST1051,2025-09-09,3136,156.8,3292.8,Unpaid,0.0,,Yes
INV39033,CUST1051,2025-09-18,3136,156.8,3292.8,Paid,3136.0,2025-09-18,No
INV83869,CUST1052,2025-10-15,3043,152.15,3195.15,Paid,3043.0,2025-10-15,No
INV16796,CUST1052,2025-11-09,3043,152.15,3195.15,Paid,3043.0,2025-11-09,No
INV68557,CUST1052,2025-12-14,3043,152.15,3195.15,Unpaid,0.0,,No
INV26724,CUST1052,2025-09-06,3043,152.15,3195.15,Unpaid,0.0,,No
INV75333,CUST1052,2025-12-01,3043,152.15,3195.15,Paid,3043.0,2025-12-01,No
INV14648,CUST1053,2025-11-05,3445,172.25,3617.25,Unpaid,0.0,,No
INV59334,CUST1054,2025-12-12,2657,132.85,2789.85,Partial,1328.5,2025-12-12,No
INV91554,CUST1054,2025-09-13,2657,132.85,2789.85,Paid,2657.0,2025-09-13,No
INV71440,CUST1054,2025-09-27,2657,132.85,2789.85,Paid,2657.0,2025-09-27,No
INV88279,CUST1054,2026-01-13,2657,132.85,2789.85,Paid,2657.0,2026-01-13,No
INV78847,CUST1054,2025-10-15,2657,132.85,2789.85,Paid,2657.0,2025-10-15,No
INV91348,CUST1055,2025-10-21,2665,133.25,2798.25,Partial,1332.5,2025-10-21,Yes
INV62893,CUST1055,2025-11-02,2665,133.25,2798.25,Unpaid,0.0,,No
INV56737,CUST1056,2025-08-10,3712,185.60000000000002,3897.6000000000004,Partial,1856.0,2025-08-10,No
INV44542,CUST1057,2025-09-27,3653,182.65,3835.65,Paid,3653.0,2025-09-27,No
INV54409,CUST1058,2025-10-11,4028,201.4,4229.400000000001,Unpaid,0.0,,No
INV46636,CUST1058,2025-12-22,4028,201.4,4229.400000000001,Partial,2014.0,2025-12-22,No
INV84637,CUST1058,2025-12-12,4028,201.4,4229.400000000001,Paid,4028.0,2025-12-12,No
INV56619,CUST1058,2025-10-06,4028,201.4,4229.400000000001,Unpaid,0.0,,No
INV40373,CUST1059,2025-10-07,4519,225.95000000000002,4744.95,Partial,2259.5,2025-10-07,No
INV88928,CUST1059,2025-10-30,4519,225.95000000000002,4744.95,Unpaid,0.0,,No
INV44624,CUST1059,2026-01-20,4519,225.95000000000002,4744.95,Paid,4519.0,2026-01-20,No
INV87872,CUST1060,2025-10-23,4028,201.4,4229.400000000001,Unpaid,0.0,,No
INV48392,CUST1060,2025-09-01,4028,201.4,4229.400000000001,Paid,4028.0,2025-09-01,No
INV46268,CUST1061,2025-10-17,3171,158.55,3329.55,Paid,3171.0,2025-10-17,No
INV52849,CUST1061,2025-10-02,3171,158.55,3329.55,Paid,3171.0,2025-10-02,No
INV64312,CUST1061,2025-08-29,3171,158.55,3329.55,Paid,3171.0,2025-08-29,No
INV57775,CUST1061,2025-10-20,3171,158.55,3329.55,Partial,1585.5,2025-10-20,No
INV95920,CUST1061,2025-12-06,3171,158.55,3329.55,Unpaid,0.0,,No
INV78803,CUST1062,2025-08-29,3691,184.55,3875.55,Paid,3691.0,2025-08-29,Yes
INV54179,CUST1062,2025-11-28,3691,184.55,3875.55,Paid,3691.0,2025-11-28,No
INV54014,CUST1063,2025-09-08,4556,227.8,4783.8,Paid,4556.0,2025-09-08,No
INV21120,CUST1063,2025-09-28,4556,227.8,4783.8,Paid,4556.0,2025-09-28,No
INV27438,CUST1064,2025-09-18,894,44.7,938.7,Paid,894.0,2025-09-18,No
INV17069,CUST1064,2025-10-15,894,44.7,938.7,Partial,447.0,2025-10-15,Yes
INV99859,CUST1064,2025-11-26,894,44.7,938.7,Partial,447.0,2025-11-26,No
INV82127,CUST1064,2025-08-11,894,44.7,938.7,Unpaid,0.0,,No
INV89674,CUST1064,2025-12-12,894,44.7,938.7,Unpaid,0.0,,No
INV12169,CUST1065,2026-01-02,3474,173.70000000000002,3647.7000000000003,Unpaid,0.0,,No
INV41778,CUST1065,2025-08-15,3474,173.70000000000002,3647.7000000000003,Paid,3474.0,2025-08-15,No
INV28800,CUST1065,2026-01-14,3474,173.70000000000002,3647.7000000000003,Paid,3474.0,2026-01-14,No
INV81155,CUST1065,2025-12-04,3474,173.70000000000002,3647.7000000000003,Partial,1737.0,2025-12-04,Yes
INV13236,CUST1065,2026-01-10,3474,173.70000000000002,3647.7000000000003,Paid,3474.0,2026-01-10,No
INV96836,CUST1066,2025-08-23,2755,137.75,2892.75,Unpaid,0.0,,No
INV19569,CUST1066,2025-08-06,2755,137.75,2892.75,Paid,2755.0,2025-08-06,No
INV10340,CUST1066,2025-12-12,2755,137.75,2892.75,Unpaid,0.0,,No
INV10358,CUST1066,2026-01-11,2755,137.75,2892.75,Partial,1377.5,2026-01-11,No
INV35879,CUST1066,2025-09-25,2755,137.75,2892.75,Paid,2755.0,2025-09-25,No
INV23283,CUST1067,2025-10-13,1593,79.65,1672.65,Paid,1593.0,2025-10-13,No
INV67169,CUST1067,2026-01-15,1593,79.65,1672.65,Paid,1593.0,2026-01-15,No
INV87988,CUST1067,2025-09-02,1593,79.65,1672.65,Paid,1593.0,2025-09-02,No
INV45428,CUST1067,2026-01-24,1593,79.65,1672.65,Unpaid,0.0,,No
INV11140,CUST1067,2025-09-07,1593,79.65,1672.65,Unpaid,0.0,,No
INV38308,CUST1068,2025-12-16,2634,131.70000000000002,2765.7000000000003,Partial,1317.0,2025-12-16,No
INV56099,CUST1068,2026-01-27,2634,131.70000000000002,2765.7000000000003,Paid,2634.0,2026-01-27,No
INV76418,CUST1068,2026-01-20,2634,131.70000000000002,2765.7000000000003,Partial,1317.0,2026-01-20,No
INV66115,CUST1068,2025-12-15,2634,131.70000000000002,2765.7000000000003,Unpaid,0.0,,No
INV89063,CUST1068,2025-10-22,2634,131.70000000000002,2765.7000000000003,Paid,2634.0,2025-10-22,No
INV79338,CUST1069,2025-08-06,2916,145.8,3061.8,Partial,1458.0,2025-08-06,No
INV38398,CUST1069,2025-08-06,2916,145.8,3061.8,Paid,2916.0,2025-08-06,No
INV58456,CUST1069,2025-10-15,2916,145.8,3061.8,Paid,2916.0,2025-10-15,No
INV25072,CUST1070,2025-11-12,4906,245.3,5151.3,Paid,4906.0,2025-11-12,No
INV31826,CUST1070,2025-09-07,4906,245.3,5151.3,Paid,4906.0,2025-09-07,No
INV60876,CUST1070,2026-01-19,4906,245.3,5151.3,Partial,2453.0,2026-01-19,No
INV46188,CUST1070,2025-10-10,4906,245.3,5151.3,Paid,4906.0,2025-10-10,Yes
INV32313,CUST1070,2025-11-26,4906,245.3,5151.3,Paid,4906.0,2025-11-26,No
INV59847,CUST1071,2025-08-16,4125,206.25,4331.25,Paid,4125.0,2025-08-16,No
INV20503,CUST1071,2025-12-16,4125,206.25,4331.25,Partial,2062.5,2025-12-16,No
INV22866,CUST1071,2025-11-22,4125,206.25,4331.25,Unpaid,0.0,,No
INV96156,CUST1071,2026-01-07,4125,206.25,4331.25,Paid,4125.0,2026-01-07,No
INV51160,CUST1071,2025-09-21,4125,206.25,4331.25,Paid,4125.0,2025-09-21,No
INV62327,CUST1072,2025-12-28,3719,185.95000000000002,3904.9500000000003,Paid,3719.0,2025-12-28,No
INV58511,CUST1072,2025-12-29,3719,185.95000000000002,3904.9500000000003,Unpaid,0.0,,No
INV34322,CUST1072,2025-10-22,3719,185.95000000000002,3904.9500000000003,Paid,3719.0,2025-10-22,No
INV77628,CUST1072,2025-08-12,3719,185.95000000000002,3904.9500000000003,Paid,3719.0,2025-08-12,No
INV90807,CUST1073,2025-10-22,3397,169.85000000000002,3566.8500000000004,Paid,3397.0,2025-10-22,No
INV91253,CUST1073,2025-08-23,3397,169.85000000000002,3566.8500000000004,Paid,3397.0,2025-08-23,No
INV78487,CUST1073,2026-01-19,3397,169.85000000000002,3566.8500000000004,Paid,3397.0,2026-01-19,No
INV38454,CUST1074,2025-10-06,4005,200.25,4205.25,Paid,4005.0,2025-10-06,No
INV44324,CUST1074,2025-08-27,4005,200.25,4205.25,Partial,2002.5,2025-08-27,No
INV40750,CUST1074,2026-01-13,4005,200.25,4205.25,Paid,4005.0,2026-01-13,No
INV11589,CUST1075,2026-01-22,1614,80.7,1694.7,Paid,1614.0,2026-01-22,No
INV41921,CUST1075,2025-08-25,1614,80.7,1694.7,Paid,1614.0,2025-08-25,No
INV56101,CUST1076,2025-12-10,1145,57.25,1202.25,Paid,1145.0,2025-12-10,No
INV81126,CUST1076,2026-01-28,1145,57.25,1202.25,Unpaid,0.0,,No
INV22237,CUST1076,2026-01-20,1145,57.25,1202.25,Paid,1145.0,2026-01-20,No
INV17016,CUST1076,2025-10-26,1145,57.25,1202.25,Paid,1145.0,2025-10-26,No
INV78703,CUST1077,2025-10-31,3149,157.45000000000002,3306.4500000000003,Unpaid,0.0,,No
INV89623,CUST1078,2025-11-06,1162,58.1,1220.1000000000001,Paid,1162.0,2025-11-06,Yes
INV80812,CUST1079,2025-08-13,3243,162.15,3405.15,Paid,3243.0,2025-08-13,No
INV42402,CUST1079,2025-10-03,3243,162.15,3405.15,Paid,3243.0,2025-10-03,No
INV26209,CUST1079,2025-08-23,3243,162.15,3405.15,Paid,3243.0,2025-08-23,No
INV58695,CUST1079,2025-09-13,3243,162.15,3405.15,Paid,3243.0,2025-09-13,No
INV49129,CUST1079,2025-08-20,3243,162.15,3405.15,Unpaid,0.0,,No
INV81854,CUST1080,2025-10-04,3065,153.25,3218.25,Paid,3065.0,2025-10-04,No
INV39796,CUST1080,2025-09-05,3065,153.25,3218.25,Partial,1532.5,2025-09-05,No
INV64040,CUST1080,2025-10-16,3065,153.25,3218.25,Unpaid,0.0,,No
INV15842,CUST1080,2026-01-11,3065,153.25,3218.25,Paid,3065.0,2026-01-11,No
INV64575,CUST1081,2025-09-09,2988,149.4,3137.4,Paid,2988.0,2025-09-09,No
INV77055,CUST1081,2025-12-22,2988,149.4,3137.4,Paid,2988.0,2025-12-22,No
INV95992,CUST1082,2025-10-19,3805,190.25,3995.25,Unpaid,0.0,,No
INV90769,CUST1082,2025-09-13,3805,190.25,3995.25,Paid,3805.0,2025-09-13,No
INV44773,CUST1082,2025-11-20,3805,190.25,3995.25,Partial,1902.5,2025-11-20,No
INV67505,CUST1083,2025-11-06,4081,204.05,4285.05,Paid,4081.0,2025-11-06,No
INV57377,CUST1083,2026-01-24,4081,204.05,4285.05,Paid,4081.0,2026-01-24,No
INV95140,CUST1083,2025-11-23,4081,204.05,4285.05,Paid,4081.0,2025-11-23,No
INV84083,CUST1083,2025-12-09,4081,204.05,4285.05,Unpaid,0.0,,No
INV14213,CUST1083,2026-01-19,4081,204.05,4285.05,Unpaid,0.0,,No
INV71997,CUST1084,2025-12-19,1784,89.2,1873.2,Unpaid,0.0,,No
INV52965,CUST1084,2025-10-22,1784,89.2,1873.2,Paid,1784.0,2025-10-22,No
INV34472,CUST1084,2025-09-12,1784,89.2,1873.2,Paid,1784.0,2025-09-12,No
INV46021,CUST1084,2025-10-22,1784,89.2,1873.2,Paid,1784.0,2025-10-22,No
INV11401,CUST1084,2026-01-03,1784,89.2,1873.2,Paid,1784.0,2026-01-03,No
INV53791,CUST1085,2025-11-09,2439,121.95,2560.9500000000003,Paid,2439.0,2025-11-09,No
INV81354,CUST1086,2026-01-05,1627,81.35000000000001,1708.3500000000001,Paid,1627.0,2026-01-05,No
INV30447,CUST1086,2025-08-23,1627,81.35000000000001,1708.3500000000001,Unpaid,0.0,,No
INV79561,CUST1086,2025-09-01,1627,81.35000000000001,1708.3500000000001,Paid,1627.0,2025-09-01,No
INV56607,CUST1086,2025-12-06,1627,81.35000000000001,1708.3500000000001,Paid,1627.0,2025-12-06,No
INV63554,CUST1087,2025-09-19,3530,176.5,3706.5,Partial,1765.0,2025-09-19,Yes
INV37606,CUST1087,2025-11-18,3530,176.5,3706.5,Paid,3530.0,2025-11-18,No
INV55671,CUST1087,2025-12-18,3530,176.5,3706.5,Paid,3530.0,2025-12-18,No
INV41131,CUST1087,2025-08-28,3530,176.5,3706.5,Paid,3530.0,2025-08-28,No
INV68585,CUST1087,2025-09-30,3530,176.5,3706.5,Paid,3530.0,2025-09-30,No
INV84707,CUST1088,2025-10-05,4331,216.55,4547.55,Paid,4331.0,2025-10-05,No
INV48458,CUST1089,2026-01-10,3735,186.75,3921.75,Paid,3735.0,2026-01-10,No
INV56473,CUST1089,2025-10-18,3735,186.75,3921.75,Partial,1867.5,2025-10-18,No
INV65751,CUST1089,2025-11-10,3735,186.75,3921.75,Unpaid,0.0,,No
INV84218,CUST1089,2025-10-29,3735,186.75,3921.75,Paid,3735.0,2025-10-29,No
INV85451,CUST1090,2025-10-22,4676,233.8,4909.8,Paid,4676.0,2025-10-22,No
INV46081,CUST1090,2025-08-26,4676,233.8,4909.8,Paid,4676.0,2025-08-26,No
INV15939,CUST1090,2025-10-10,4676,233.8,4909.8,Unpaid,0.0,,No
INV37045,CUST1090,2025-12-09,4676,233.8,4909.8,Paid,4676.0,2025-12-09,No
INV37076,CUST1091,2025-10-02,926,46.300000000000004,972.3000000000001,Paid,926.0,2025-10-02,No
INV49121,CUST1091,2025-12-01,926,46.300000000000004,972.3000000000001,Paid,926.0,2025-12-01,No
INV77293,CUST1091,2025-12-17,926,46.300000000000004,972.3000000000001,Paid,926.0,2025-12-17,No
INV87227,CUST1091,2026-01-26,926,46.300000000000004,972.3000000000001,Paid,926.0,2026-01-26,No
